Date,Open,High,Low,Close,Adj Close,Volume
2017-12-01,273.500000,281.500000,265.000000,279.500000,187.362213,19125460
2018-01-01,279.500000,284.000000,258.500000,281.000000,188.367722,31418764
2018-02-01,279.000000,283.000000,265.000000,277.000000,185.686340,26526226
2018-03-01,272.500000,301.500000,262.000000,276.000000,185.015991,24939731
2018-04-01,277.000000,282.000000,272.000000,278.000000,186.356689,18566766
2018-05-01,278.000000,280.500000,271.500000,271.500000,181.999420,29947856
2018-06-01,272.000000,283.000000,272.000000,278.500000,186.691864,25919314
2018-07-01,276.000000,277.500000,251.000000,263.500000,176.636642,37873563
2018-08-01,264.500000,271.000000,239.500000,261.500000,185.487579,32888463
2018-09-01,262.500000,264.000000,248.500000,264.000000,187.260880,18166654
2018-10-01,267.000000,269.000000,223.500000,229.000000,162.434616,31861791
2018-11-01,228.500000,238.500000,203.000000,218.000000,154.632080,35515207
2018-12-01,220.000000,226.000000,195.500000,201.500000,142.928284,25946824
2019-01-01,201.500000,236.000000,199.500000,236.000000,167.399872,23974949
2019-02-01,236.000000,241.000000,219.500000,219.500000,155.696075,16387269
2019-03-01,219.500000,228.500000,215.500000,223.000000,158.178711,19472314
2019-04-01,223.500000,241.000000,222.500000,236.000000,167.399872,18466706
2019-05-01,236.000000,241.000000,212.000000,217.000000,153.922760,23256407
2019-06-01,216.500000,229.000000,214.000000,223.000000,158.178711,15825658
2019-07-01,225.500000,232.000000,213.000000,222.000000,157.469376,32023362
2019-08-01,216.500000,218.000000,196.500000,204.000000,154.703995,27109048
2019-09-01,204.000000,214.000000,202.500000,206.500000,156.599884,18463821
2019-10-01,200.500000,212.500000,196.500000,206.500000,156.599884,29830925
2019-11-01,208.000000,243.000000,207.500000,230.500000,174.800354,46379295
2019-12-01,230.000000,239.500000,227.000000,231.500000,175.558716,24531998
2020-01-01,231.500000,239.000000,219.000000,224.000000,169.871048,18075310
2020-02-01,220.000000,233.000000,206.000000,206.000000,156.220703,22716239
2020-03-01,201.500000,207.000000,167.000000,204.500000,155.083176,72279645
2020-04-01,202.000000,203.500000,190.500000,202.500000,153.566467,42094860
2020-05-01,202.500000,213.000000,195.000000,210.500000,159.633301,45375107
2020-06-01,212.000000,249.000000,209.500000,216.000000,163.804230,81731411
2020-07-01,216.500000,228.000000,213.000000,216.500000,174.069717,57299104
2020-08-01,215.500000,259.500000,212.500000,243.000000,195.376175,91712997
2020-09-01,243.000000,260.000000,241.000000,253.500000,203.818359,53319541
2020-10-01,253.500000,258.500000,236.000000,242.500000,194.974182,48201220
2020-11-01,242.500000,255.000000,238.500000,249.000000,200.200287,71038744
2020-12-01,249.500000,265.000000,247.000000,250.500000,201.406311,56837770
2021-01-01,250.500000,295.000000,250.000000,286.500000,230.350922,93112822
2021-02-01,285.000000,311.000000,280.500000,304.000000,244.421219,54351088
2021-03-01,304.000000,386.000000,304.000000,372.500000,299.496399,136189651
2021-04-01,374.000000,398.000000,365.000000,376.000000,302.310455,71482301
2021-05-01,372.500000,428.000000,335.000000,395.000000,317.586792,144781660
2021-06-01,399.000000,404.500000,365.000000,371.500000,298.692413,75844599
2021-07-01,370.500000,382.500000,351.000000,351.000000,282.210022,78699311
2021-08-01,315.000000,329.500000,307.000000,324.000000,260.501587,74576937
2021-09-01,322.000000,341.000000,313.500000,325.500000,282.644196,42849753
2021-10-01,325.000000,359.500000,319.000000,353.000000,306.523529,51361673
2021-11-01,354.000000,378.000000,351.500000,352.500000,306.089355,61690828
2021-12-01,356.000000,377.000000,355.000000,376.000000,326.495300,46360286
2022-01-01,377.000000,385.000000,355.000000,359.500000,312.167725,45569062
2022-02-01,361.000000,381.500000,359.500000,371.500000,322.587799,26754227
2022-03-01,369.500000,384.500000,355.000000,373.500000,324.324463,90611585
2022-04-01,371.000000,373.500000,348.500000,357.000000,309.996887,45255710
2022-05-01,355.500000,366.500000,321.500000,341.500000,296.537628,58436185
2022-06-01,342.500000,346.000000,308.500000,310.500000,269.619141,57704769
2022-07-01,311.000000,327.000000,277.000000,281.500000,244.437317,71348241
2022-08-01,281.000000,284.000000,248.000000,255.000000,255.000000,85138845
2022-09-01,253.500000,261.000000,231.500000,234.000000,234.000000,63960169
2022-10-01,228.500000,247.000000,223.500000,236.000000,236.000000,55226792
2022-11-01,236.000000,271.500000,229.500000,266.000000,266.000000,63037099
2022-12-01,270.000000,283.000000,261.500000,268.500000,268.500000,69152509
2023-01-01,267.000000,280.500000,263.500000,272.000000,272.000000,20905266
2023-02-01,274.500000,282.000000,270.000000,278.000000,278.000000,26861610
2023-03-01,277.000000,293.000000,260.500000,272.500000,272.500000,51549323
